ID,Категория,Сценарий,Альтернатива,Дата_создания,Критерий_Заработная плата,Критерий_Карьерный рост,Критерий_Work-life balance,Критерий_Стабильность,Критерий_Престиж,Критерий_Интерес к работе,Критерий_Возможности обучения,Критерий_Рабочая атмосфера,Тревожность,Временное_давление,Важность_решения,Доступность_информации,Опыт_в_области,Финансовые_ресурсы,Социальная_поддержка,Эмоциональное_состояние,Уверенность_в_себе,Склонность_к_риску,Общая_оценка,Индекс_тревожности,Время_на_решение_часы,Уровень_сложности,Влияние_на_будущее,Обратимость_решения,Количество_заинтересованных_сторон,Критерий_Доходность,Критерий_Риск потерь,Критерий_Ликвидность,Критерий_Минимальная сумма,Критерий_Сроки инвестирования,Критерий_Налоговые льготы,Критерий_Инфляционная защита,Критерий_Простота управления,Критерий_Эмоциональная совместимость,Критерий_Финансовая стабильность,Критерий_Общие ценности,Критерий_Семейные планы,Критерий_Взаимная поддержка,Критерий_Физическая привлекательность,Критерий_Социальный статус,Критерий_Готовность к компромиссам,Критерий_Эффективность,Критерий_Стоимость,Критерий_Безопасность,Критерий_Время на выполнение,Критерий_Доступность,Критерий_Побочные эффекты,Критерий_Научная обоснованность,Критерий_Долгосрочные результаты,Критерий_Цена,Критерий_Местоположение,Критерий_Площадь,Критерий_Состояние жилья,Критерий_Инфраструктура,Критерий_Транспортная доступность,Критерий_Экология,Критерий_Безопасность района,Критерий_Бюджет поездки,Критерий_Климат,Критерий_Культурные достопримечательности,Критерий_Языковой барьер,Критерий_Виза и документы,Критерий_Качество сервиса,Критерий_Отзывы туристов,Критерий_Цена товара,Критерий_Качество,Критерий_Бренд,Критерий_Функциональность,Критерий_Дизайн,Критерий_Гарантия,Критерий_Отзывы покупателей,Критерий_Экологичность,Критерий_Общие интересы,Критерий_Время на общение,Критерий_Эмоциональная поддержка,Критерий_Взаимная выгода,Критерий_Надежность людей,Критерий_Позитивное влияние,Критерий_Географическая близость,Критерий_Личный интерес,Критерий_Стоимость занятий,Критерий_Время на хобби,Критерий_Социальные возможности,Критерий_Развитие навыков,Критерий_Физическая нагрузка,Критерий_Творческое самовыражение,Критерий_Практическая польза,Критерий_Духовная значимость,Критерий_Временные затраты,Критерий_Стоимость обучения,Критерий_Социальное принятие,Критерий_Совместимость с убеждениями,Критерий_Долгосрочное развитие,Критерий_Удобство использования,Критерий_Безопасность данных,Критерий_Стоимость услуг,Критерий_Совместимость,Критерий_Скорость работы,Критерий_Техническая поддержка,Критерий_Обновления и развитие,Критерий_Уровень защиты,Критерий_Стоимость решения,Критерий_Надежность системы,Критерий_Простота использования,Критерий_Скорость реагирования,Критерий_Покрытие рисков,Критерий_Репутация провайдера,Критерий_Гибкость условий
48,Финансы и инвестиции,Выбор банка для депозита,Вариант_3,2025-02-19 06:42:47.813936,,,,,,,,,Средняя,Высокое,Критическая,Достаточная,Новичок,Значительные,Слабая,Негативное,Средняя,Нейтральная,5.7,4,143.8,2,6,Необратимо,6,7.0,7.7,9.5,4.8,7.7,2.4,4.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Финансы и инвестиции,Страхование жизни,Вариант_1,2025-02-05 06:42:47.813983,,,,,,,,,Низкая,Умеренное,Средняя,Недостаточная,Эксперт,Ограниченные,Отсутствует,Позитивное,Низкая,Принятие,6.5,4,136.7,4,6,Легко обратимо,1,3.5,9.7,9.5,8.4,1.8,2.9,6.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Финансы и инвестиции,Страхование жизни,Вариант_2,2025-04-08 06:42:47.814027,,,,,,,,,Низкая,Высокое,Высокая,Недостаточная,Новичок,Умеренные,Отсутствует,Негативное,Высокая,Нейтральная,3.5,9,19.5,2,8,Частично обратимо,6,8.7,2.3,2.2,3.3,2.6,6.9,1.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Финансы и инвестиции,Страхование жизни,Вариант_3,2024-12-08 06:42:47.814070,,,,,,,,,Высокая,Нет,Низкая,Достаточная,Средний,Умеренные,Сильная,Негативное,Средняя,Принятие,6.0,8,12.8,2,6,Необратимо,3,6.3,5.1,3.0,6.5,7.5,9.2,6.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Финансы и инвестиции,Планирование пенсии,Вариант_1,2025-06-24 06:42:47.814116,,,,,,,,,Низкая,Высокое,Низкая,Избыточная,Эксперт,Значительные,Сильная,Негативное,Средняя,Нейтральная,5.9,4,69.8,8,7,Частично обратимо,2,3.5,6.7,5.9,3.9,10.0,5.8,5.1,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Финансы и инвестиции,Планирование пенсии,Вариант_2,2025-03-20 06:42:47.814162,,,,,,,,,Низкая,Высокое,Высокая,Недостаточная,Эксперт,Ограниченные,Сильная,Позитивное,Высокая,Нейтральная,5.0,2,69.3,7,1,Частично обратимо,5,4.8,7.0,4.4,2.4,9.3,1.6,8.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Финансы и инвестиции,Планирование пенсии,Вариант_3,2025-02-28 06:42:47.814208,,,,,,,,,Средняя,Высокое,Средняя,Достаточная,Эксперт,Значительные,Сильная,Позитивное,Высокая,Принятие,4.5,1,102.5,5,1,Легко обратимо,5,1.9,5.6,2.4,5.3,8.6,4.2,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Финансы и инвестиции,Взятие кредита,Вариант_1,2025-03-22 06:42:47.814254,,,,,,,,,Низкая,Высокое,Средняя,Достаточная,Средний,Умеренные,Слабая,Негативное,Средняя,Нейтральная,5.5,6,130.6,10,10,Легко обратимо,1,9.3,4.2,2.6,2.3,6.9,1.6,7.7,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Финансы и инвестиции,Взятие кредита,Вариант_2,2025-06-09 06:42:47.815791,,,,,,,,,Высокая,Нет,Высокая,Достаточная,Новичок,Умеренные,Сильная,Позитивное,Высокая,Нейтральная,5.0,9,112.2,1,4,Частично обратимо,1,2.4,6.6,7.1,3.4,7.0,5.4,5.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Финансы и инвестиции,Взятие кредита,Вариант_3,2025-08-24 06:42:47.815879,,,,,,,,,Низкая,Умеренное,Средняя,Избыточная,Эксперт,Значительные,Слабая,Негативное,Средняя,Принятие,5.5,1,73.6,8,2,Частично обратимо,7,2.8,9.5,7.9,7.9,3.6,2.1,5.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Финансы и инвестиции,Взятие кредита,Вариант_4,2024-11-07 06:42:47.815948,,,,,,,,,Высокая,Умеренное,Низкая,Достаточная,Новичок,Ограниченные,Слабая,Позитивное,Средняя,Принятие,5.8,2,66.8,5,6,Легко обратимо,6,4.6,6.8,3.6,4.6,9.7,2.5,9.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Финансы и инвестиции,Взятие кредита,Вариант_5,2025-06-02 06:42:47.816006,,,,,,,,,Низкая,Нет,Низкая,Недостаточная,Средний,Ограниченные,Отсутствует,Позитивное,Низкая,Принятие,5.7,2,30.2,8,8,Необратимо,8,1.7,6.7,5.8,2.7,8.0,4.2,9.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Финансы и инвестиции,Инвестиции в образование,Вариант_1,2024-11-11 06:42:47.816063,,,,,,,,,Средняя,Высокое,Низкая,Достаточная,Эксперт,Ограниченные,Слабая,Нейтральное,Средняя,Избегание,6.4,1,62.3,5,2,Необратимо,2,6.8,9.9,3.9,9.7,3.8,5.0,5.2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Финансы и инвестиции,Инвестиции в образование,Вариант_2,2024-10-17 06:42:47.816115,,,,,,,,,Низкая,Умеренное,Критическая,Избыточная,Новичок,Ограниченные,Слабая,Негативное,Средняя,Принятие,6.4,2,85.0,3,1,Легко обратимо,8,6.3,4.5,6.2,9.6,7.7,1.4,9.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Финансы и инвестиции,Инвестиции в образование,Вариант_3,2025-01-15 06:42:47.816245,,,,,,,,,Высокая,Высокое,Высокая,Недостаточная,Средний,Ограниченные,Сильная,Позитивное,Средняя,Нейтральная,5.9,5,121.7,10,3,Частично обратимо,2,5.7,6.5,4.3,9.3,4.5,8.0,7.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Финансы и инвестиции,Инвестиции в образование,Вариант_4,2024-11-02 06:42:47.816299,,,,,,,,,Высокая,Умеренное,Высокая,Недостаточная,Эксперт,Значительные,Сильная,Позитивное,Высокая,Избегание,5.7,7,85.7,1,6,Частично обратимо,3,7.0,9.3,3.8,6.9,7.0,2.2,7.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Финансы и инвестиции,Инвестиции в образование,Вариант_5,2025-05-10 06:42:47.816388,,,,,,,,,Высокая,Высокое,Низкая,Избыточная,Средний,Значительные,Отсутствует,Позитивное,Средняя,Избегание,5.6,3,30.8,10,3,Необратимо,8,4.1,7.9,2.7,10.0,2.4,3.7,8.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Отношения и семья,Заключение брака,Вариант_1,2025-01-29 06:42:47.816449,,,,,,,,,Средняя,Нет,Высокая,Избыточная,Эксперт,Умеренные,Слабая,Нейтральное,Средняя,Принятие,6.3,9,70.6,3,4,Необратимо,3,,,,,,,,,4.3,7.5,9.7,6.5,7.8,8.1,3.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Отношения и семья,Заключение брака,Вариант_2,2025-04-21 06:42:47.816505,,,,,,,,,Низкая,Умеренное,Критическая,Избыточная,Новичок,Умеренные,Отсутствует,Негативное,Средняя,Нейтральная,4.7,1,70.0,7,9,Частично обратимо,4,,,,,,,,,1.5,5.3,4.3,9.4,7.4,5.6,2.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Отношения и семья,Заключение брака,Вариант_3,2025-02-11 06:42:47.816556,,,,,,,,,Средняя,Умеренное,Средняя,Избыточная,Средний,Умеренные,Сильная,Негативное,Низкая,Избегание,6.4,5,36.6,3,9,Необратимо,7,,,,,,,,,10.0,4.4,1.3,9.4,8.6,6.8,8.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Отношения и семья,Планирование детей,Вариант_1,2025-04-02 06:42:47.816605,,,,,,,,,Высокая,Нет,Средняя,Избыточная,Новичок,Умеренные,Слабая,Негативное,Высокая,Нейтральная,4.7,4,96.1,3,2,Необратимо,6,,,,,,,,,3.1,2.1,3.1,6.8,6.6,1.6,8.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Отношения и семья,Планирование детей,Вариант_2,2025-07-24 06:42:47.816650,,,,,,,,,Средняя,Умеренное,Низкая,Достаточная,Новичок,Умеренные,Отсутствует,Позитивное,Высокая,Принятие,5.6,2,129.7,6,3,Легко обратимо,6,,,,,,,,,9.6,5.9,8.1,5.6,1.2,8.9,1.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Отношения и семья,Планирование детей,Вариант_3,2024-11-21 06:42:47.816694,,,,,,,,,Высокая,Умеренное,Низкая,Достаточная,Новичок,Ограниченные,Отсутствует,Негативное,Средняя,Нейтральная,5.8,9,67.2,9,8,Частично обратимо,1,,,,,,,,,4.0,6.8,8.5,7.2,9.8,5.3,2.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Отношения и семья,Переезд к партнеру,Вариант_1,2025-05-22 06:42:47.816739,,,,,,,,,Средняя,Умеренное,Высокая,Недостаточная,Средний,Значительные,Слабая,Нейтральное,Высокая,Нейтральная,5.2,2,122.3,2,7,Необратимо,3,,,,,,,,,3.6,8.8,1.4,6.9,3.5,8.2,4.9,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Отношения и семья,Переезд к партнеру,Вариант_2,2024-11-21 06:42:47.816785,,,,,,,,,Средняя,Нет,Высокая,Избыточная,Средний,Умеренные,Сильная,Негативное,Низкая,Принятие,4.2,7,61.4,3,1,Легко обратимо,8,,,,,,,,,3.6,1.9,4.0,3.7,5.0,7.5,2.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Отношения и семья,Переезд к партнеру,Вариант_3,2025-08-10 06:42:47.816831,,,,,,,,,Средняя,Умеренное,Критическая,Недостаточная,Эксперт,Ограниченные,Сильная,Нейтральное,Средняя,Нейтральная,4.3,5,42.3,2,1,Необратимо,3,,,,,,,,,2.1,3.1,6.8,4.3,9.5,1.3,2.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Отношения и семья,Переезд к партнеру,Вариант_4,2024-12-15 06:42:47.816874,,,,,,,,,Средняя,Нет,Низкая,Недостаточная,Новичок,Умеренные,Отсутствует,Позитивное,Средняя,Избегание,6.1,6,112.4,2,9,Необратимо,5,,,,,,,,,5.7,9.2,2.1,8.0,7.3,2.9,6.5,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Отношения и семья,Переезд к партнеру,Вариант_5,2025-03-27 06:42:47.816929,,,,,,,,,Низкая,Нет,Критическая,Недостаточная,Средний,Значительные,Сильная,Нейтральное,Средняя,Принятие,6.3,3,103.0,2,2,Частично обратимо,7,,,,,,,,,8.7,7.4,9.3,6.7,8.1,5.6,2.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Отношения и семья,Развод или расставание,Вариант_1,2024-12-25 06:42:47.817039,,,,,,,,,Средняя,Нет,Средняя,Недостаточная,Средний,Значительные,Отсутствует,Негативное,Высокая,Избегание,6.6,5,28.1,6,4,Частично обратимо,5,,,,,,,,,5.7,7.9,8.4,1.7,9.8,6.8,5.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Отношения и семья,Развод или расставание,Вариант_2,2025-07-18 06:42:47.817204,,,,,,,,,Высокая,Нет,Средняя,Избыточная,Эксперт,Значительные,Сильная,Нейтральное,Высокая,Избегание,4.4,1,14.1,10,5,Необратимо,4,,,,,,,,,3.3,6.7,6.0,2.1,3.7,5.8,5.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Отношения и семья,Развод или расставание,Вариант_3,2024-11-08 06:42:47.817268,,,,,,,,,Высокая,Умеренное,Высокая,Достаточная,Новичок,Значительные,Отсутствует,Негативное,Средняя,Нейтральная,6.3,8,78.3,6,10,Легко обратимо,6,,,,,,,,,4.7,6.8,5.5,6.6,3.6,9.6,5.3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Отношения и семья,Развод или расставание,Вариант_4,2025-03-17 06:42:47.817316,,,,,,,,,Средняя,Умеренное,Средняя,Недостаточная,Новичок,Ограниченные,Слабая,Нейтральное,Высокая,Нейтральная,6.0,4,161.7,3,6,Необратимо,6,,,,,,,,,7.6,8.7,9.8,2.2,4.3,6.1,3.9,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Отношения и семья,Развод или расставание,Вариант_5,2025-05-22 06:42:47.817413,,,,,,,,,Низкая,Нет,Высокая,Недостаточная,Новичок,Умеренные,Слабая,Позитивное,Высокая,Принятие,5.6,8,48.4,1,2,Частично обратимо,3,,,,,,,,,7.9,5.5,5.6,5.5,3.8,1.2,9.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Отношения и семья,Знакомство с новым партнером,Вариант_1,2025-02-21 06:42:47.817465,,,,,,,,,Высокая,Умеренное,Низкая,Недостаточная,Новичок,Умеренные,Слабая,Нейтральное,Высокая,Нейтральная,4.9,3,33.8,9,7,Необратимо,1,,,,,,,,,7.9,4.3,4.6,6.1,2.8,6.0,1.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Отношения и семья,Знакомство с новым партнером,Вариант_2,2025-08-04 06:42:47.817513,,,,,,,,,Средняя,Нет,Критическая,Избыточная,Эксперт,Умеренные,Сильная,Нейтральное,Высокая,Принятие,5.7,9,82.5,10,5,Частично обратимо,1,,,,,,,,,1.4,7.4,8.2,5.7,2.3,9.0,2.3,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Отношения и семья,Знакомство с новым партнером,Вариант_3,2025-02-20 06:42:47.817558,,,,,,,,,Средняя,Высокое,Средняя,Избыточная,Новичок,Значительные,Слабая,Негативное,Высокая,Принятие,5.7,10,130.2,7,3,Необратимо,4,,,,,,,,,4.0,2.0,4.7,3.8,9.1,8.8,6.7,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Отношения и семья,Знакомство с новым партнером,Вариант_4,2025-08-11 06:42:47.817603,,,,,,,,,Высокая,Умеренное,Низкая,Избыточная,Новичок,Значительные,Отсутствует,Позитивное,Средняя,Принятие,4.9,8,88.5,6,3,Частично обратимо,6,,,,,,,,,6.2,7.3,2.7,5.0,4.8,4.7,2.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Отношения и семья,Совместный бюджет,Вариант_1,2025-02-27 06:42:47.817648,,,,,,,,,Средняя,Нет,Высокая,Достаточная,Эксперт,Ограниченные,Сильная,Позитивное,Средняя,Нейтральная,6.6,8,58.9,5,5,Легко обратимо,7,,,,,,,,,7.1,8.8,7.1,8.2,3.4,5.4,9.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
